,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
198001,  12.90,  10.38,   8.74,   8.65,  10.85,   6.80,   7.84,   6.21,   4.69,   9.16,   5.36,   6.59,   7.08,   6.12,   8.91,   7.96,   6.09,   6.62,   0.75,   7.99,   3.30,   7.36,   5.82,   7.82,  10.23
198002,   0.59,  -0.41,  -2.04,  -2.22,  -2.06,  -1.34,  -0.59,  -2.85,  -4.43,  -1.04,  -1.06,  -3.52,  -4.43,  -4.28,  -2.73,  -2.39,  -1.58,  -3.03,  -4.87,  -1.52,  -4.41,   0.85,   4.14,   1.61,   2.49
198003, -22.12, -19.31, -17.35, -15.50, -17.58, -19.23, -16.38, -16.80, -14.73, -17.51, -15.83, -15.03, -16.30, -13.06, -18.76, -12.13, -14.27, -13.10, -11.19, -16.78,  -6.20, -11.19,  -9.76, -11.29, -12.89
198004,   6.29,   6.55,   6.65,   5.11,   6.11,   6.15,   4.92,   6.04,   8.10,   3.61,   6.90,   6.85,   7.25,   9.43,   5.92,   4.86,   6.59,   7.34,   8.69,   6.70,   2.89,   3.62,   5.45,   7.88,   2.86
198005,   7.08,   6.33,   6.87,   6.48,   7.76,   9.15,  10.40,   7.07,   8.06,  10.17,   7.04,   6.92,   8.69,   7.98,   8.99,   7.58,   7.88,   9.57,   7.33,   9.03,   4.92,   5.18,   5.22,   4.15,   6.14
198006,   4.88,   3.53,   4.07,   4.28,   5.36,   4.33,   6.69,   4.11,   5.53,   2.05,   5.32,   5.74,   4.02,   4.73,   2.38,   5.78,   3.74,   4.69,   3.09,   4.79,   2.37,   4.00,   2.03,   4.71,   0.25
198007,  12.20,  12.63,  10.40,   8.48,   9.01,  14.40,  11.40,   9.91,   7.61,   7.48,  13.23,   8.26,   9.57,   5.65,   6.62,  11.08,   9.52,   8.14,   2.79,   4.72,  11.19,   5.81,   3.11,   3.50,   5.15
198008,  11.46,   8.95,   7.30,   6.98,   5.16,   8.29,   7.35,   4.03,   3.02,   3.70,   6.73,   6.37,   2.31,   1.86,   0.85,   4.66,   2.39,   2.56,   0.05,   0.59,   2.05,   1.03,   1.33,   1.96,   0.01
198009,   6.60,   2.86,   2.57,   1.51,   2.92,   4.58,   3.78,   3.70,   0.91,   0.93,   5.76,   2.45,   2.93,   1.54,  -1.40,   5.76,   4.28,   1.28,   0.51,   0.24,   3.10,   6.03,   3.48,  -1.48,   0.10
198010,   7.61,   5.59,   4.27,   3.64,   2.19,   6.75,   2.06,   1.00,   3.39,   1.01,   2.68,   2.28,   3.03,   1.52,   2.31,   2.31,   2.82,  -0.86,  -1.43,  -0.16,   0.56,   4.07,   4.98,  -1.83,   0.67
198011,  16.18,   6.28,   5.96,   0.74,   1.71,  13.61,   7.41,   4.47,   6.41,   2.88,  11.61,   7.06,   3.75,   2.36,   1.69,  13.25,  14.34,   4.53,   3.01,   0.93,  10.60,  14.47,  19.08,   5.12,   3.92
198012,  -6.32,  -5.60,  -3.66,  -2.73,  -3.46,  -5.19,  -2.38,  -1.95,  -1.46,  -0.72,  -3.87,  -3.09,  -0.72,  -0.82,  -0.57,  -3.62,  -4.59,  -0.68,   0.56,  -0.42,   0.10,  -5.58,  -5.91,  -1.46,  -0.21
198101,  -4.52,  -0.38,   1.85,   1.92,   3.23,  -4.92,  -0.19,  -0.03,   1.80,   3.27,  -4.34,  -1.50,  -1.13,   1.92,   2.92,  -6.69,  -3.39,  -0.65,   0.68,   1.51,  -6.07,  -7.58,  -6.56,   0.08,   2.27
198102,  -3.34,   0.06,   1.13,   2.17,   2.45,  -0.44,   1.54,   2.97,   3.51,   4.03,   2.28,   2.33,   3.86,  -0.02,   1.48,   1.43,   2.92,   4.29,   1.37,   3.66,   3.28,   2.08,  -0.66,   2.92,  -0.47
198103,   7.30,   9.50,   8.62,   9.13,   7.34,   7.99,   8.19,   8.04,   7.84,   7.64,   7.66,   7.58,   7.56,   8.92,   7.31,   8.89,   6.31,   9.09,   7.17,   7.62,   2.97,   3.15,  -0.26,   3.86,   8.19
198104,   3.05,   4.75,   3.64,   4.77,   5.54,   1.62,   3.56,   3.68,   3.76,   3.97,   2.09,   3.40,   1.46,   1.04,   3.95,   0.03,  -0.76,   0.40,   0.26,   1.69,  -2.72,  -4.30,  -2.98,   2.38,  -2.96
198105,   5.00,   5.03,   4.33,   2.69,   2.70,   6.25,   2.22,   2.72,   0.29,   2.46,   2.17,   3.59,   2.90,   1.48,   5.27,   3.62,   1.64,   2.26,   1.09,   3.33,   1.63,  -2.11,  -2.05,   3.57,   0.74
198106,  -7.14,  -0.46,   1.38,   2.73,   1.13,  -7.04,  -0.54,  -0.69,  -0.12,   1.74,  -5.07,  -0.07,  -0.47,   2.06,  -1.89,  -5.22,  -1.64,   0.62,   2.65,  -0.49,  -4.42,   1.06,   3.46,  -0.54,   0.58
198107,  -4.51,  -3.45,  -2.86,  -2.16,  -2.31,  -2.59,  -3.46,  -0.58,  -1.53,  -1.98,  -1.31,  -2.03,  -2.97,  -2.97,  -0.31,   1.71,  -1.03,  -2.38,  -2.54,  -3.30,   1.68,   2.87,  -2.06,  -2.17,   0.60
198108, -12.80,  -8.52,  -7.29,  -5.70,  -4.97, -10.39,  -8.06,  -4.87,  -5.21,  -5.62,  -8.55,  -6.00,  -5.51,  -5.61,  -3.46,  -6.92,  -6.18,  -3.81,  -5.30,  -3.23,  -6.17,  -6.67,  -5.76,  -5.13,  -0.39
198109, -13.52,  -8.35,  -7.46,  -6.49,  -6.31, -10.21,  -6.89,  -6.41,  -3.13,  -5.56,  -9.07,  -6.02,  -5.99,  -1.69,  -3.76,  -9.23,  -8.00,  -6.52,  -3.83,  -4.36,  -6.32,  -6.01,  -6.27,  -2.20,   0.48
198110,  10.38,   8.15,   8.29,   7.01,   4.96,  11.19,   6.63,   6.89,   7.52,   6.08,  10.93,   5.21,   7.25,   5.02,   4.47,  10.12,   7.48,   5.14,   4.12,   3.69,   7.81,   7.69,   2.66,   1.59,   4.81
198111,  -1.22,   2.29,   3.76,   2.79,   4.05,   1.44,   5.58,   4.64,   6.06,   5.57,   0.47,   2.67,   4.36,   2.85,   5.46,   3.78,   4.72,   2.33,   7.47,   4.74,   3.63,   5.77,   5.18,   4.44,   3.77
198112,  -4.10,  -2.06,  -0.56,  -0.44,  -1.15,  -1.70,  -0.46,  -1.96,  -2.44,  -1.62,  -1.87,  -1.92,  -1.05,  -1.21,  -3.15,  -3.43,  -2.19,  -1.76,  -2.39,  -2.37,  -2.92,  -3.42,  -3.79,  -2.06,  -1.79
198201,  -3.07,  -0.49,  -1.81,  -1.43,  -0.27,  -5.39,  -2.93,  -4.25,  -2.95,   0.24,  -6.13,  -3.17,  -4.87,  -2.23,   1.46,  -6.62,  -4.30,  -3.66,  -1.57,  -1.71,  -0.28,  -3.83,  -2.82,  -1.10,   1.43
198202,  -7.90,  -4.10,  -2.93,  -2.73,  -0.91,  -7.28,  -4.41,  -4.27,  -0.97,  -0.50,  -7.71,  -2.76,  -1.49,  -3.12,   0.26,  -6.65,  -6.50,  -3.37,  -0.18,   0.70,  -7.43,  -7.35,  -2.68,  -1.19,  -3.92
198203,  -1.91,  -0.36,  -1.26,  -0.27,   0.12,  -3.71,   0.05,  -1.17,   1.75,   1.85,  -2.24,  -0.32,   1.29,  -0.35,   3.02,  -2.98,  -1.46,  -0.29,   0.14,   1.05,  -3.48,   0.44,  -1.54,   2.60,   2.04
198204,   6.47,   6.29,   5.10,   5.02,   4.51,   6.79,   6.94,   5.68,   4.39,   4.20,   6.36,   5.69,   4.51,   5.01,   4.89,   6.29,   4.98,   4.54,   3.78,   5.02,   6.65,   3.91,   2.98,   3.06,   0.55
198205,  -3.09,  -1.69,  -0.01,  -0.84,  -0.71,  -4.02,  -3.99,  -2.68,  -1.92,  -1.99,  -3.44,  -2.19,  -3.28,  -1.25,  -1.17,  -4.89,  -4.35,  -3.81,  -4.02,  -2.78,  -4.07,  -1.71,  -1.48,  -3.40,  -1.26
198206,  -4.45,  -3.03,  -2.54,  -1.20,  -1.24,  -4.09,  -1.33,  -1.51,  -0.53,  -1.29,  -3.96,  -0.58,  -0.49,  -2.12,  -1.88,  -4.39,  -3.11,  -0.74,  -1.29,   0.51,  -2.82,  -1.11,  -0.60,  -1.82,  -2.88
198207,  -3.83,  -2.49,   0.33,  -0.79,  -0.43,  -3.28,   1.30,  -0.34,  -0.23,  -0.87,  -1.85,  -0.53,  -2.15,  -3.43,  -1.48,  -1.38,  -4.07,  -2.93,  -3.34,  -2.81,   0.64,  -3.77,  -4.24,  -2.13,  -1.83
198208,   4.90,   7.11,   6.85,   5.06,   5.66,   7.90,   8.50,   9.93,   7.99,   8.46,  10.84,  11.26,  11.87,  11.42,  10.76,  12.09,  12.85,  10.55,  12.51,  14.01,  11.24,  11.85,  13.04,  13.75,  12.46
198209,   2.23,   2.56,   5.74,   3.85,   4.35,   2.66,   2.36,   5.04,   5.53,   5.74,   3.17,   5.55,   4.29,   4.01,   2.26,   2.74,   2.20,   7.66,   2.71,  -0.03,   1.68,   2.04,   1.17,  -0.11,   0.16
198210,  17.70,  13.56,  13.22,  12.86,  11.64,  17.21,  12.53,  13.47,   9.97,  11.33,  15.15,  13.60,  12.50,  13.16,  13.14,  15.57,  14.90,  12.41,  12.63,  12.83,  11.52,  11.27,  10.30,  11.36,   5.95
198211,   9.06,  10.41,  11.69,  10.36,  10.47,   9.74,   8.88,   7.92,   8.00,   8.82,  10.52,   8.64,   6.98,   5.66,   8.20,   7.33,   6.98,   4.43,   5.40,   7.30,   7.23,   3.96,   1.33,   2.91,   1.67
198212,   2.56,   2.29,   1.98,   2.29,   2.41,  -0.37,   2.54,   1.10,   0.42,   1.00,   0.61,   0.49,  -0.86,   0.27,   2.60,   0.79,   0.14,   2.47,   0.23,   2.65,   2.35,  -0.01,   1.13,   0.40,   5.92
198301,  13.57,   8.48,   8.86,   9.03,   7.11,   7.93,   8.29,   3.52,   4.82,   4.80,   6.37,   2.95,   4.33,   3.01,   3.99,   5.10,   3.43,   2.79,   2.48,   2.08,   2.10,   3.09,   3.77,   6.09,   2.77
198302,   3.18,   4.60,   8.07,   7.50,   8.95,   5.15,   4.96,   7.93,   5.77,   5.39,   5.22,   4.88,   5.42,   4.43,   5.12,   4.86,   2.90,   2.62,   3.32,   4.48,   2.39,   3.89,   3.21,   1.12,   2.41
198303,   2.79,   5.71,   6.64,   4.50,   7.56,   1.93,   3.73,   6.55,   7.20,   4.74,   2.10,   6.48,   4.68,   7.60,   4.70,   0.65,   2.66,   4.63,   5.54,   5.14,   3.31,   2.64,   4.12,   3.49,   1.83
198304,   7.33,   7.41,   8.72,   9.51,   9.05,   7.94,   8.33,   8.88,   7.78,   7.57,   6.62,   7.33,   7.10,   6.43,   6.55,   5.05,   5.74,   7.60,   6.97,   6.23,   6.62,   6.04,   8.78,   9.02,   7.24
198305,  11.94,  10.29,   8.35,   8.54,   7.91,   5.49,   6.44,   5.29,   3.19,   5.52,   5.74,   5.34,   2.74,   2.18,   1.37,   4.70,   5.50,   4.76,   1.87,   1.04,  -1.02,  -2.14,  -0.47,  -1.61,   1.17
198306,   4.08,   6.85,   3.81,   2.91,   4.27,   6.86,   5.33,   1.44,   2.70,   3.84,   4.74,   5.47,   4.88,   1.34,   1.59,   6.46,   4.73,   4.14,  -1.35,   1.88,   5.90,   5.32,   2.85,   1.64,   0.65
198307,  -6.12,  -2.11,  -1.02,   0.86,   0.72,  -7.22,  -4.55,  -0.83,   1.64,   1.01,  -6.26,  -3.06,   2.66,   1.04,   0.66,  -4.29,  -3.72,  -4.70,  -0.83,  -0.57,  -4.84,  -6.02,  -3.60,  -0.22,  -2.17
198308,  -6.01,  -3.97,  -2.33,  -3.56,  -1.16,  -5.39,  -3.36,  -2.79,  -1.07,   0.66,  -3.76,  -4.33,  -1.52,  -0.85,   2.27,  -2.91,  -1.69,  -0.05,   2.78,   3.69,  -0.66,  -0.50,   0.37,   4.20,   6.62
198309,  -3.13,   0.20,   0.62,   1.56,   1.62,   1.13,   1.39,   3.94,   4.87,   3.62,   1.83,   4.10,   2.84,   4.92,   6.95,   3.58,   1.92,   2.97,   2.67,   1.50,   2.87,   2.12,   1.87,  -1.00,   0.50
198310, -10.53,  -6.24,  -5.06,  -3.56,  -2.93, -10.19,  -7.32,  -4.14,  -1.76,  -3.01,  -8.30,  -4.60,  -2.95,  -0.61,  -1.79,  -7.07,  -2.82,  -1.89,  -1.73,  -0.42,  -2.49,  -2.24,  -0.31,  -0.01,  -0.67
198311,   3.66,   3.67,   3.52,   2.67,   4.37,   5.77,   5.19,   4.74,   5.22,   4.95,   6.19,   4.38,   4.74,   4.02,   4.08,   5.72,   2.67,   4.52,   4.85,   3.80,   1.20,   3.10,   2.66,   1.63,   0.62
198312,  -5.23,  -1.03,  -0.69,  -0.28,   0.75,  -3.09,  -1.19,   0.05,  -0.06,   0.11,  -3.18,  -1.22,  -0.09,  -1.11,   1.63,  -3.47,  -0.32,  -2.80,  -1.75,  -0.54,  -0.04,   0.06,  -2.10,  -1.01,   0.54
198401,  -2.00,  -0.98,  -0.05,   1.18,   3.18,  -6.32,  -1.39,  -0.37,   0.24,   3.77,  -7.00,  -4.62,  -2.22,   0.16,  -0.23,  -7.64,  -3.45,  -1.47,  -0.37,   0.46,  -5.69,  -0.77,   1.17,   1.60,   6.98
198402,  -7.51,  -6.89,  -5.33,  -4.25,  -4.60,  -7.18,  -6.00,  -3.83,  -3.30,  -3.79,  -6.79,  -7.14,  -4.79,  -4.58,  -2.78,  -5.69,  -5.77,  -5.51,  -3.20,  -4.70,  -3.77,  -6.09,  -4.10,  -2.51,   0.68
198403,  -1.13,   1.44,   0.56,   1.62,   2.13,  -0.28,   1.30,   0.88,   1.25,   2.10,   0.62,   1.46,   2.44,   1.26,   3.35,   0.58,   0.84,   2.47,   1.54,   4.24,   1.79,   2.88,   0.22,   1.74,  -1.46
198404,  -4.12,  -1.78,  -0.73,  -0.01,  -0.99,  -1.28,   1.47,   0.70,   0.02,  -1.07,   0.00,   1.10,  -0.10,  -1.17,   0.12,  -1.32,  -0.64,  -0.57,  -2.53,  -1.84,   1.43,  -0.42,   1.25,   1.62,   2.43
198405,  -6.09,  -4.71,  -5.01,  -3.38,  -3.64,  -6.10,  -4.93,  -4.97,  -4.02,  -4.22,  -5.88,  -5.58,  -5.63,  -4.07,  -6.94,  -3.95,  -3.84,  -5.16,  -5.30,  -7.55,  -5.20,  -3.28,  -6.31,  -4.14,  -6.05
198406,   1.09,   3.39,   2.27,   1.49,   1.32,   3.98,   4.69,   1.89,   2.83,   1.21,   6.42,   5.01,   0.89,   1.63,  -0.33,   5.98,   4.50,   1.78,   1.95,   2.55,   3.48,   5.52,   1.92,  -1.06,   5.34
198407,  -7.22,  -5.17,  -4.54,  -1.89,  -2.16,  -5.33,  -5.63,  -1.39,  -3.87,  -3.84,  -3.67,  -3.33,  -2.80,  -3.08,  -1.00,  -3.55,  -5.10,  -2.51,  -4.39,  -0.85,   0.31,  -1.44,  -0.08,  -3.00,  -2.33
198408,  11.47,  11.64,   8.75,   7.15,   8.65,  15.77,  10.55,   9.90,   9.42,  10.39,  15.41,  13.16,  10.84,  11.83,   9.42,  12.83,  13.17,  12.43,  11.24,  10.01,  10.77,  10.17,  10.39,  11.49,  12.50
198409,  -2.60,  -1.42,   0.34,   1.29,   2.40,  -5.35,   0.26,   2.00,   1.52,   3.32,  -4.06,   1.83,   1.91,   2.11,   3.43,  -1.47,  -1.53,   0.66,   1.43,   4.43,  -2.78,  -1.69,  -0.45,   1.89,   3.24
198410,  -3.80,  -1.36,  -2.14,  -1.54,  -1.29,  -3.02,  -1.72,  -0.24,   0.91,   0.98,  -1.74,  -0.61,   1.61,  -1.74,   1.49,  -0.43,   0.08,   0.69,   0.15,   1.72,   0.88,   2.86,   1.35,  -0.48,  -1.58
198411,  -5.79,  -3.98,  -1.31,  -1.53,  -0.93,  -5.78,  -2.13,  -0.38,   0.04,   1.20,  -4.13,   0.62,   1.28,   1.35,   1.87,  -3.51,  -0.55,  -1.00,   0.59,   1.99,  -2.46,  -0.97,  -1.68,  -0.73,   1.43
198412,   0.58,   0.70,   1.08,   0.45,   0.76,   1.97,   2.26,   1.67,   2.53,   2.76,   4.46,   3.48,   1.05,   1.59,   2.16,   3.30,   1.93,   2.23,   2.97,   3.47,   2.58,   2.37,   2.85,   3.16,   1.22
198501,  16.11,  14.48,  10.63,  10.14,   8.49,  16.09,  13.06,   8.98,   9.96,   8.76,  13.76,  10.36,   9.52,   8.99,   7.94,  12.22,  12.83,   8.43,   8.26,   6.31,   9.54,   7.96,   7.60,   6.89,   4.28
198502,   3.68,   5.09,   3.36,   2.71,   3.73,   2.82,   3.15,   2.68,   1.91,   0.84,   2.14,   1.00,   1.35,   1.67,  -0.61,   2.72,  -1.13,   2.00,   2.60,   1.11,   0.19,   2.68,   1.54,   2.61,   2.72
198503,  -2.65,  -3.01,  -1.55,  -1.20,  -0.26,  -4.83,  -3.51,  -0.70,   0.36,   3.22,  -4.32,  -1.31,  -1.88,   0.96,   3.73,  -2.71,  -2.39,   0.10,   0.64,   4.61,  -1.56,   1.04,  -0.45,   1.09,   1.55
198504,  -2.20,  -1.80,   0.15,   0.39,   0.28,  -3.24,  -1.29,  -0.35,   2.67,   0.85,  -1.23,  -1.35,  -0.48,   2.66,   1.50,  -1.28,  -3.35,   0.52,   0.91,   0.93,  -1.68,  -2.41,  -1.32,   1.22,   3.03
198505,   2.53,   3.96,   3.77,   2.71,   1.11,   4.10,   4.13,   3.12,   5.60,   2.75,   6.23,   5.47,   3.27,   4.67,   4.20,   6.72,   5.70,   5.64,   4.34,   6.59,   5.70,   7.52,   8.82,   5.52,   4.59
198506,   0.60,   0.53,   0.80,   1.34,   3.06,   0.74,   2.30,   2.40,   3.13,   3.65,   2.56,   1.72,   4.44,   2.67,   3.36,   1.99,   1.82,   2.26,   3.60,   0.91,   0.67,   2.88,   1.47,   0.32,   2.33
198507,   2.40,   3.04,   2.52,   1.53,   2.30,   3.24,   3.51,   4.99,  -0.09,   0.41,   1.23,   2.64,   1.42,   0.98,   1.96,  -0.48,   0.40,   1.19,  -2.11,   0.71,   0.55,  -0.36,  -1.96,  -1.51,  -2.35
198508,  -1.60,  -1.05,  -0.66,   0.21,  -1.11,  -2.04,  -0.96,   0.81,   0.26,   0.29,  -2.47,  -0.90,   0.07,  -0.45,   0.28,  -1.72,  -0.32,   1.02,  -0.27,   0.26,  -1.81,   0.02,  -0.37,   0.30,   0.77
198509,  -8.06,  -5.73,  -5.00,  -3.93,  -4.06,  -7.51,  -6.17,  -3.28,  -3.74,  -5.75,  -6.87,  -4.36,  -3.20,  -3.80,  -2.95,  -4.98,  -4.07,  -4.74,  -6.35,  -4.90,  -3.65,  -2.45,  -1.87,  -3.13,  -4.12
198510,   0.67,   1.69,   3.73,   3.29,   1.76,   3.81,   3.86,   4.17,   5.63,   2.87,   3.95,   4.28,   4.34,   2.41,   2.83,   5.67,   5.28,   4.25,   5.50,   5.58,   3.63,   4.41,   4.79,   5.83,   6.38
198511,   5.48,   6.45,   6.54,   4.99,   4.91,   9.28,   7.16,   8.12,   7.21,   6.50,   7.76,   7.30,   5.78,   6.56,   6.51,   8.60,   6.96,   8.35,   5.50,   5.48,  10.07,   8.17,   7.65,   3.98,   4.71
198512,   3.67,   5.18,   4.03,   3.99,   3.39,   5.20,   4.49,   5.07,   3.92,   0.31,   5.68,   4.68,   2.46,   2.66,   5.41,   3.74,   4.44,   2.83,   4.97,   5.18,   6.88,   3.75,   5.10,   2.98,   4.40
198601,   3.88,   2.17,   2.22,   2.04,   3.02,   0.88,   1.84,   1.40,   0.20,   2.40,   1.87,   2.76,   1.26,   2.50,   3.07,   1.13,   0.48,   1.96,   2.72,   3.53,   0.37,   1.34,   1.55,  -1.38,   1.41
198602,   5.91,   6.43,   6.61,   8.01,   5.36,   7.72,   7.00,   6.77,   9.49,   3.87,   6.95,   9.36,   7.78,   7.10,   6.54,   8.00,   9.42,   7.01,   7.26,   7.68,   7.58,  10.12,   8.63,   6.50,   7.20
198603,   4.73,   5.50,   5.04,   4.72,   6.26,   3.82,   5.12,   5.79,   5.17,   6.47,   4.86,   7.26,   5.33,   5.87,   5.68,   5.58,   5.22,   6.54,   4.05,   4.63,   5.96,   7.32,   5.42,   4.77,   4.56
198604,   2.66,   2.27,   1.40,   0.17,   0.48,   2.17,   2.17,   0.20,   0.77,  -1.91,   2.18,   2.21,   1.07,   1.24,  -1.54,   1.94,  -0.34,  -1.74,  -2.51,  -4.87,   0.32,  -0.98,  -2.14,  -2.82,  -2.74
198605,   4.17,   3.36,   4.20,   3.81,   4.03,   3.38,   2.43,   5.17,   4.34,   2.86,   6.18,   4.28,   5.86,   5.22,   3.19,   6.30,   3.97,   5.74,   4.41,   4.43,   5.15,   6.31,   3.51,   6.56,   5.55
198606,   0.21,  -1.58,  -0.33,   1.26,   2.35,   0.61,   0.13,   2.56,   1.70,   2.43,   1.17,  -0.71,   2.05,   0.62,   2.59,   1.46,   1.03,   0.10,   3.77,   1.40,   2.17,   2.08,   1.28,   0.62,   2.93
198607, -10.13,  -8.88,  -8.09,  -6.06,  -8.74, -11.42,  -9.99,  -8.78,  -4.68,  -7.10,  -9.68,  -7.98,  -8.08,  -5.98,  -5.27,  -8.79,  -7.61,  -7.17,  -3.97,  -4.47,  -7.04,  -5.91,  -4.87,  -2.64,  -2.61
198608,   0.33,   0.57,   2.00,   1.89,   1.76,   2.36,   4.53,   4.02,   5.74,   4.83,   4.44,   3.48,   6.05,   7.29,   8.64,   4.51,   6.54,   7.20,  10.13,   9.46,   4.51,   6.50,   6.16,  10.21,  10.79
198609,  -7.97,  -6.40,  -5.56,  -4.47,  -3.14,  -8.83,  -6.39,  -4.77,  -2.66,  -5.88,  -8.05,  -7.84,  -4.56,  -4.79,  -5.42,  -9.37,  -5.76,  -7.01,  -7.00,  -5.91, -10.29, -10.94,  -7.78,  -7.93,  -6.46
198610,   1.97,   2.56,   2.25,   3.03,   1.09,   6.40,   4.21,   3.42,   2.95,   1.60,   5.75,   2.47,   1.17,   2.06,   2.39,   5.81,   6.29,   5.71,   6.03,   4.24,   4.95,   7.03,   6.37,   4.70,   6.05
198611,  -2.20,   0.12,   0.48,  -0.11,   1.31,   0.25,   0.50,  -0.49,  -2.22,  -0.06,   0.07,   0.27,  -1.22,   1.50,  -0.62,   1.08,   1.42,   1.72,  -1.13,   1.14,   2.73,   1.87,   2.84,   2.49,   1.65
198612,  -5.57,  -1.86,  -3.82,  -1.60,  -3.48,  -3.08,  -2.18,  -3.33,  -3.49,   0.62,  -2.60,  -1.87,  -3.65,  -2.13,  -0.94,  -4.53,  -2.90,  -2.87,  -2.38,  -3.30,  -1.72,  -2.51,  -4.31,  -2.86,  -2.94
198701,  10.99,   9.83,  11.61,   9.95,   9.45,  13.66,  12.39,  10.55,  10.02,  10.85,  13.83,  13.42,   8.81,  10.17,   9.40,  13.90,  12.47,  10.28,  11.94,  11.61,  13.34,  16.53,  11.34,  12.55,  11.92
198702,  10.73,   8.46,   6.79,   7.09,   6.60,   9.66,   9.23,   6.49,   5.92,   5.49,   8.99,   8.17,   5.11,   4.18,   4.22,   7.46,   6.60,   6.47,   3.43,   2.62,   8.20,   5.97,   2.85,  -0.45,  -1.07
198703,   2.26,   3.26,   2.51,   3.52,   4.73,   0.50,   3.35,   1.46,   2.88,   3.50,   0.17,   1.53,   1.10,   2.48,   3.42,   1.89,   1.87,   1.87,   1.93,  -1.28,   1.56,   2.27,   0.44,   3.02,   4.80
198704,  -2.26,  -2.73,  -2.25,  -0.58,  -1.32,  -3.91,  -2.50,  -2.95,  -3.80,  -4.87,  -1.99,  -2.30,  -4.55,  -2.00,  -2.63,  -3.70,  -2.44,  -2.43,  -2.01,  -1.58,  -1.35,  -1.16,  -2.15,  -0.74,  -0.50
198705,  -0.16,  -1.55,   0.18,   0.58,   3.15,  -1.02,   0.03,  -0.05,   0.32,   0.60,   0.96,   0.08,  -0.49,   0.44,   0.33,   2.07,   0.41,  -0.34,  -0.57,   0.81,   1.91,  -0.55,  -0.04,   0.79,   0.52
198706,  -0.33,   1.97,   2.66,   1.99,   4.24,   1.72,   3.07,   3.70,   3.08,   4.18,   2.06,   2.17,   5.57,   5.26,   2.59,   4.71,   3.29,   4.43,   4.09,   3.72,   4.73,   5.42,   6.13,   5.18,   5.28
198707,   1.81,   1.99,   2.09,   2.95,   5.33,   2.26,   1.99,   3.64,   3.67,   5.74,   2.51,   4.43,   4.03,   3.52,   7.85,   3.73,   4.76,   4.80,   4.39,   4.71,   6.06,   3.19,   6.31,   2.60,   3.07
198708,   0.68,   2.32,   2.83,   2.48,   0.73,   2.81,   3.30,   4.14,   2.74,   3.95,   3.98,   3.64,   4.14,   3.66,   0.76,   4.79,   4.11,   3.27,   3.34,   2.00,   4.83,   5.22,   3.42,   4.69,   2.61
198709,  -2.76,  -0.44,  -1.06,  -0.39,  -1.29,  -2.16,  -2.36,  -0.72,  -0.79,  -2.60,  -3.22,  -2.50,  -1.97,  -2.40,  -1.14,  -2.23,  -1.00,  -2.39,  -1.93,   0.32,  -2.17,  -4.05,   0.11,  -2.09,  -2.73
198710, -34.24, -30.94, -28.69, -28.88, -28.88, -32.71, -31.56, -27.80, -26.04, -28.84, -29.79, -28.99, -24.26, -23.03, -26.17, -25.94, -28.83, -25.00, -18.26, -23.84, -21.64, -22.36, -21.74, -15.17, -18.73
198711,  -8.47,  -4.89,  -4.86,  -4.59,  -3.53,  -7.22,  -5.01,  -3.52,  -3.49,  -2.83,  -6.65,  -2.87,  -2.76,  -3.16,  -3.86,  -6.44,  -5.88,  -6.33,  -4.46,  -2.08,  -9.64,  -8.39,  -8.41,  -7.72,  -7.40
198712,   2.81,   4.88,   5.63,   4.92,   3.33,  11.83,  10.00,   7.46,   6.12,   5.07,  12.39,   9.84,   6.12,   4.55,   6.83,  12.52,  10.79,   9.32,   3.88,   3.77,   8.35,   7.44,   7.98,   3.29,   6.25
198801,   5.77,   7.50,   4.40,   4.93,   6.47,   1.86,   2.73,   5.14,   4.00,   6.92,   1.32,   3.41,   4.48,   7.66,   6.64,   0.29,   4.29,   4.58,   6.24,   6.19,   2.28,   1.65,   5.54,   8.95,   8.65
198802,   5.98,   7.88,   7.41,   7.49,   7.53,   8.42,  11.87,   8.89,   7.90,   7.91,   8.72,   8.17,   6.89,   7.25,   6.13,   8.53,   9.39,   6.16,   4.99,   6.36,   4.58,   5.38,   4.61,   1.75,   2.86
198803,   4.09,   6.14,   5.59,   5.26,   5.00,   2.31,   6.90,   3.78,   3.28,   4.55,   2.91,   1.11,   1.11,  -0.01,   0.68,  -0.88,   1.12,   0.00,  -0.02,   4.38,  -4.59,  -4.13,  -3.88,  -3.82,  -0.81
198804,   1.01,   1.27,   2.49,   1.00,   3.94,   2.14,   4.28,   3.11,   1.67,   2.44,  -0.89,   0.32,   1.70,   0.50,   1.41,   0.20,   0.65,   1.27,  -0.96,   1.05,  -0.78,   1.05,   1.58,   2.44,   2.27
198805,  -3.60,  -2.12,  -0.84,  -1.82,  -0.93,  -4.46,  -2.06,  -2.41,  -1.36,  -0.88,  -0.96,  -1.58,  -1.15,   1.33,   0.92,  -0.75,  -0.58,  -0.67,   2.44,   1.00,   0.08,   0.32,  -0.20,   2.51,   2.21
